date,기후스트레스:서울특별시,기후스트레스:경기도,기후스트레스:강원도,기후스트레스:경상남도,기후스트레스:경상북도,기후스트레스:광주광역시,기후스트레스:대구광역시,기후스트레스:대전광역시,기후스트레스:부산광역시,기후스트레스:세종특별자치시,기후스트레스:울산광역시,기후스트레스:인천광역시,기후스트레스:전라남도,기후스트레스:전라북도,기후스트레스:제주도,기후스트레스:충청남도,기후스트레스:충청북도,사회스트레스:서울특별시,사회스트레스:부산광역시,사회스트레스:대구광역시,사회스트레스:인천광역시,사회스트레스:광주광역시,사회스트레스:대전광역시,사회스트레스:울산광역시,사회스트레스:세종특별자치시,사회스트레스:경기도,사회스트레스:강원도,사회스트레스:충청북도,사회스트레스:충청남도,사회스트레스:전라북도,사회스트레스:전라남도,사회스트레스:경상북도,사회스트레스:경상남도,사회스트레스:제주도,neg_emotion_lag1,social_conflict_lag3,social_conflict_lag6,금융스트레스
2015-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.380660384,0.636164236,0.8,0.2,0.429142842,0.499330136,0.24200412,0.2,0.402838107,0.580829707,0.436442018,0.413526384,0.435706865,0.213510314,0.400230468,0.53196918,0.27041182,,,,1
2015-01-02,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.381854612,0.636570521,0.797744104,0.201140494,0.429548672,0.498897785,0.242332095,0.200966244,0.390321763,0.579592476,0.436465804,0.41320063,0.435761662,0.213550504,0.399718064,0.530813441,0.271210233,,,,1
2015-01-03,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.383048817,0.63697679,0.795488237,0.202280976,0.429954492,0.498465433,0.242660065,0.201932475,0.38572038,0.578355256,0.436489596,0.412874875,0.435816452,0.213590697,0.399205666,0.529657715,0.272008628,,,,1
2015-01-04,2,2,0,0,0,2,0,1,1,1,0,1,1,2,0,1,2,0.384242979,0.637383026,0.793232426,0.203421431,0.430360291,0.498033079,0.242988026,0.202898681,0.381132027,0.57711806,0.436513398,0.412549121,0.435871225,0.213630898,0.398693283,0.528502015,0.272806986,,,,1
2015-01-05,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0.385437077,0.637789213,0.790976701,0.204561848,0.430766059,0.497600723,0.243315975,0.203864849,0.400106443,0.5758809,0.436537215,0.412223368,0.435925976,0.213671108,0.39818092,0.527346353,0.27360529,,,,2.5
2015-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386631087,0.638195334,0.788721089,0.205702214,0.431171785,0.497168362,0.243643906,0.204830967,0.399423611,0.574643786,0.436561053,0.411897616,0.435980695,0.213711333,0.397668586,0.526190742,0.27440352,,,,1.5
2015-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38782499,0.638601373,0.78646562,0.206842514,0.43157746,0.496735997,0.243971816,0.205797022,0.387004987,0.573406732,0.436584917,0.411571865,0.436035376,0.213751576,0.397156287,0.525035196,0.275201659,,,,0
2015-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.389018762,0.639007314,0.78421032,0.207982738,0.431983073,0.496303627,0.2442997,0.206763002,0.382436337,0.572169748,0.436608812,0.411246115,0.43609001,0.21379184,0.39664403,0.523879727,0.275999688,,,,1
2015-01-09,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.390212383,0.63941314,0.78195522,0.209122871,0.432388614,0.49587125,0.244627554,0.207728893,0.377880766,0.570932846,0.436632742,0.410920367,0.43614459,0.213832128,0.396131822,0.522724348,0.27679759,,,,0
2015-01-10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.391405831,0.639818835,0.779700346,0.210262901,0.432794073,0.495438865,0.244955373,0.208694684,0.377230727,0.569696039,0.436656714,0.41059462,0.436199107,0.213872445,0.39561967,0.521569071,0.277595345,,,,1
2015-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392599084,0.640224383,0.777445728,0.211402814,0.433199438,0.495006472,0.245283153,0.209660362,0.376580784,0.568459338,0.436680732,0.410268875,0.436253555,0.213912793,0.395107582,0.520413911,0.278392936,,,,1
2015-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39379212,0.640629767,0.775191394,0.212542599,0.4336047,0.49457407,0.24561089,0.210625914,0.375930948,0.567222755,0.436704801,0.409943133,0.436307926,0.213953176,0.394595564,0.519258878,0.279190345,,,,1.5
2015-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.394984918,0.64103497,0.772937373,0.213682241,0.434009848,0.494141658,0.24593858,0.211591327,0.375281229,0.565986301,0.436728927,0.409617393,0.436362211,0.213993599,0.394083623,0.518103988,0.279987552,,,,2.5
2015-01-14,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0.396177456,0.641439977,0.770683692,0.214821729,0.434414873,0.493709234,0.246266218,0.21255659,0.374631637,0.564749988,0.436753114,0.409291656,0.436416403,0.214034063,0.393571767,0.516949251,0.28078454,,,,3.5
2015-01-15,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0.397369713,0.641844771,0.76843038,0.215961049,0.434819763,0.493276798,0.2465938,0.213521688,0.373982185,0.563513829,0.436777369,0.408965921,0.436470494,0.214074574,0.393060002,0.515794681,0.281581291,,,,0
2015-01-16,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0.398561667,0.642249335,0.766177466,0.217100188,0.435224509,0.492844349,0.246921321,0.214486611,0.373332882,0.562277835,0.436801695,0.40864019,0.436524477,0.214115133,0.392548335,0.514640291,0.282377786,,,,3.5
2015-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399753295,0.642653654,0.763924977,0.218239133,0.4356291,0.492411887,0.247248778,0.215451345,0.372683739,0.561042018,0.436826098,0.408314462,0.436578343,0.214155746,0.392036774,0.513486094,0.283174007,,,,1
2015-01-18,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.400944578,0.64305771,0.761672943,0.219377873,0.436033525,0.491979409,0.247576166,0.216415878,0.372034766,0.559806389,0.436850584,0.407988738,0.436632085,0.214196415,0.391525325,0.512332103,0.283969936,,,,0
2015-01-19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.402135492,0.643461487,0.759421392,0.220516392,0.436437775,0.491546916,0.24790348,0.217380197,0.371385975,0.55857096,0.436875157,0.407663017,0.436685696,0.214237144,0.391013996,0.51117833,0.284765554,,,,1
2015-01-20,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0.403326017,0.64386497,0.757170352,0.22165468,0.43684184,0.491114406,0.248230717,0.218344289,0.370737375,0.557335744,0.436899823,0.4073373,0.436739167,0.214277936,0.390502793,0.510024788,0.285560843,,,,2
2015-01-21,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.40451613,0.644268142,0.754919851,0.222792722,0.437245708,0.490681878,0.248557871,0.219308143,0.370088979,0.556100751,0.436924586,0.407011588,0.43679249,0.214318795,0.389991724,0.50887149,0.286355785,,,,0
2015-01-22,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0.40570581,0.644670985,0.752669918,0.223930506,0.437649369,0.490249331,0.24888494,0.220271744,0.369440795,0.554865994,0.436949452,0.406685879,0.436845658,0.214359725,0.389480795,0.50771845,0.287150362,,,,2.5
2015-01-23,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0.406895035,0.645073484,0.750420582,0.225068019,0.438052814,0.489816765,0.249211917,0.221235082,0.368792835,0.58372519,0.436974426,0.406360176,0.436898664,0.214400729,0.388970014,0.506565679,0.287944555,,,,1
2015-01-24,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0.408083784,0.645475623,0.74817187,0.226205248,0.438456031,0.489384179,0.2495388,0.222198143,0.36814511,0.564410031,0.436999513,0.406034477,0.436951499,0.21444181,0.388459387,0.505413191,0.288738347,,,,0
2015-01-25,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.409272035,0.645877385,0.745923811,0.22734218,0.438859011,0.488951571,0.249865584,0.223160914,0.367497631,0.557157313,0.437024718,0.405708784,0.437004155,0.214482973,0.387948922,0.504260998,0.289531718,,,,0
2015-01-26,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.410459766,0.646278754,0.743676434,0.228478802,0.439261743,0.488518941,0.250192264,0.224123384,0.366850407,0.549929558,0.437050047,0.405383096,0.437056626,0.21452422,0.387438626,0.503109114,0.290324651,,,,2.5
2015-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.411646956,0.646679713,0.741429766,0.229615102,0.439664217,0.488086288,0.250518836,0.225085538,0.36620345,0.548696156,0.437075504,0.405057413,0.437108902,0.214565555,0.386928506,0.501957551,0.291117127,,,,1
2015-01-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446760332,0.647080246,0.739183837,0.230751066,0.440066423,0.48765361,0.250845296,0.226047366,0.36555677,0.54746306,0.437101095,0.404731736,0.437160977,0.214606981,0.386418568,0.500806322,0.291909128,,,,2
2015-01-29,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.427614046,0.647480336,0.736938675,0.231886682,0.440468349,0.487220907,0.25117164,0.227008854,0.364910378,0.546230282,0.437126825,0.404406065,0.437212842,0.214648503,0.38590882,0.49965544,0.292700636,,,,3.5
2015-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422014126,0.647879967,0.734694307,0.233021936,0.440869987,0.486788179,0.251497862,0.22796999,0.364264284,0.544997835,0.437152698,0.4040804,0.437264491,0.214690124,0.385399269,0.498504917,0.293491632,,,,3.5
2015-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416389869,0.648279124,0.732450763,0.234156816,0.441271325,0.486355423,0.25182396,0.228930761,0.3636185,0.543765729,0.437178721,0.403754742,0.437315914,0.214731846,0.384889921,0.497354768,0.294282099,,,,1
2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417574028,0.648677788,0.730208071,0.235291309,0.441672353,0.485922639,0.252149928,0.229891155,0.362973036,0.542533976,0.437204898,0.40342909,0.437367105,0.214773675,0.384380784,0.496205004,0.295072018,,,,0
2015-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418757515,0.649075945,0.727966259,0.236425401,0.442073062,0.485489827,0.252475762,0.230851158,0.381044989,0.541302589,0.437231234,0.403103445,0.437418055,0.214815612,0.383871866,0.495055638,0.29586137,,,,0
2015-02-03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.41994031,0.649473577,0.725725356,0.237559081,0.442473439,0.485056984,0.252801458,0.231810759,0.369157048,0.540071579,0.437257735,0.402777807,0.437468757,0.214857663,0.383363172,0.493906683,0.296650138,,,,2.5
2015-02-04,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.421122389,0.649870668,0.72348539,0.238692335,0.442873476,0.484624112,0.253127012,0.232769945,0.364769194,0.538840957,0.437284405,0.402452176,0.437519203,0.21489983,0.38285471,0.492758152,0.297438303,,,,1
2015-02-05,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.422303733,0.650267202,0.721246389,0.23982515,0.443273162,0.484191207,0.25345242,0.233728703,0.379015012,0.537610736,0.437311251,0.402126553,0.437569386,0.214942116,0.382346487,0.491610058,0.298225846,,,,2.5
2015-02-06,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.423484319,0.650663163,0.719008382,0.240957513,0.443672487,0.48375827,0.253777676,0.234687021,0.36718618,0.536380928,0.437338276,0.401800938,0.437619297,0.214984526,0.38183851,0.490462414,0.299012751,,,,1
2015-02-07,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.424664125,0.651058533,0.716771397,0.242089412,0.444071439,0.483325299,0.254102776,0.235644886,0.362818779,0.535151544,0.437365486,0.40147533,0.437668929,0.215027063,0.381330786,0.489315233,0.299798998,,,,0
2015-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42584313,0.651453297,0.714535463,0.243220833,0.44447001,0.482892294,0.254427718,0.236602285,0.358464638,0.533922595,0.437392886,0.401149731,0.437718274,0.21506973,0.380823322,0.488168527,0.300584569,,,,1
2015-02-09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.427021312,0.651847439,0.712300607,0.244351763,0.444868188,0.482459254,0.254752495,0.237559206,0.357822117,0.532694095,0.437420482,0.40082414,0.437767324,0.215112531,0.380316125,0.487022309,0.301369446,,,,2.5
2015-02-10,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.42819865,0.652240941,0.710066859,0.24548219,0.445265964,0.482026177,0.255077104,0.238515637,0.357180012,0.531466054,0.437448278,0.400498558,0.437816072,0.21515547,0.379809202,0.485876592,0.30215361,,,,3.5
2015-02-11,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.429375122,0.652633788,0.707834247,0.246612101,0.445663326,0.481593063,0.25540154,0.239471564,0.356538333,0.530238484,0.43747628,0.400172985,0.437864509,0.215198549,0.37930256,0.484731389,0.302937044,,,,2
2015-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430550705,0.653025963,0.7056028,0.247741483,0.446060266,0.481159911,0.2557258,0.240426975,0.355897091,0.529011397,0.437504492,0.39984742,0.437912629,0.215241773,0.378796207,0.483586713,0.303719728,,,,1.5
2015-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43172538,0.653417449,0.703372544,0.248870323,0.446456771,0.48072672,0.256049878,0.241381859,0.355256297,0.527784805,0.437532921,0.399521865,0.437960423,0.215285145,0.378290148,0.482442577,0.304501646,,,,0
2015-02-14,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0.432899123,0.653808231,0.70114351,0.249998608,0.446852832,0.480293489,0.256373771,0.242336201,0.354615962,0.52655872,0.43756157,0.39919632,0.438007883,0.215328668,0.377784392,0.481298993,0.305282778,,,,0
2015-02-15,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,2,0,0.434071914,0.654198292,0.698915725,0.251126324,0.447248439,0.479860217,0.256697473,0.243289989,0.353976096,0.525333153,0.437590446,0.398870784,0.438055002,0.215372347,0.377278945,0.480155974,0.306063106,,,,1
2015-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.43524373,0.654587615,0.696689218,0.252253461,0.447643582,0.479426903,0.257020982,0.244243212,0.35333671,0.524108117,0.437619553,0.398545258,0.438101772,0.215416184,0.376773815,0.479013534,0.306842612,,,,1
2015-02-17,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0.43641455,0.654976184,0.694464017,0.253380003,0.448038249,0.478993546,0.257344292,0.245195855,0.352697814,0.522883622,0.437648896,0.398219742,0.438148186,0.215460184,0.376269007,0.477871685,0.307621278,,,,1
2015-02-18,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0.437584353,0.655363984,0.69224015,0.254505939,0.448432431,0.478560146,0.2576674,0.246147907,0.35205942,0.521659682,0.437678481,0.397894237,0.438194235,0.215504348,0.37576453,0.47673044,0.308399085,,,,1
2015-02-19,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.438753116,0.655750996,0.690017647,0.255631255,0.448826118,0.478126701,0.2579903,0.247099356,0.351421537,0.520436306,0.437708313,0.397568742,0.438239911,0.215548683,0.37526039,0.475589811,0.309176015,,,,1
2015-02-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.439920818,0.656137206,0.687796534,0.256755939,0.449219298,0.47769321,0.258312989,0.248050188,0.350784177,0.519213509,0.437738397,0.397243258,0.438285208,0.215593189,0.374756595,0.474449812,0.309952051,,,,0
2015-02-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.441087437,0.656522596,0.685576842,0.257879977,0.449611962,0.477259673,0.258635462,0.249000391,0.35014735,0.5179913,0.437768738,0.396917786,0.438330117,0.215637872,0.374253151,0.473310455,0.310727172,,,,1
2015-02-22,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.442252952,0.65690715,0.683358598,0.259003357,0.4500041,0.476826089,0.258957715,0.249949952,0.349511067,0.516769692,0.437799341,0.396592324,0.43837463,0.215682735,0.373750065,0.472171754,0.311501363,,,,1
2015-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443417342,0.657290852,0.68114183,0.260126066,0.4503957,0.476392456,0.259279744,0.250898859,0.348875338,0.515548697,0.437830211,0.423814581,0.43841874,0.215727781,0.373247345,0.471033721,0.312274603,,,,0
2015-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.444580583,0.657673686,0.678926567,0.261248091,0.450786753,0.475958773,0.259601544,0.251847099,0.348240175,0.514328326,0.437861353,0.40695401,0.438462439,0.215773014,0.372744997,0.469896369,0.313046875,,,,0
2015-02-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.445742656,0.658055634,0.676712837,0.262369419,0.451177249,0.475525041,0.259923111,0.25279466,0.347605587,0.513108592,0.437892774,0.401119042,0.438505719,0.215818437,0.372243029,0.468759711,0.313818161,,,,1
2015-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446903537,0.658436682,0.674500669,0.263490038,0.451567177,0.475091257,0.26024444,0.253741529,0.346971586,0.511889505,0.437924477,0.395290595,0.438548573,0.215864053,0.371741448,0.467623759,0.314588442,,,,2
2015-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448063206,0.658816811,0.672290092,0.264609933,0.451956526,0.474657422,0.260565528,0.254687694,0.346338182,0.510671079,0.437956467,0.394965193,0.438590992,0.215909868,0.371240259,0.466488527,0.3153577,,,,1.5
2015-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.44922164,0.659196007,0.670081132,0.265729093,0.452345287,0.474223533,0.26088637,0.255633141,0.345705386,0.509453324,0.437988751,0.394639803,0.43863297,0.215955883,0.370739472,0.465354028,0.316125917,,,,0
2015-03-01,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,0,0.450378819,0.659574251,0.66787382,0.266847504,0.452733449,0.47378959,0.261206962,0.256577858,0.345073208,0.508236252,0.438021333,0.394314427,0.438674497,0.216002102,0.370239092,0.464220273,0.316893074,,,,0
2015-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45153472,0.659951529,0.665668183,0.267965154,0.453121001,0.473355592,0.2615273,0.257521834,0.344441659,0.507019875,0.438054219,0.393989063,0.438715567,0.21604853,0.369739127,0.463087277,0.317659153,,,,1
2015-03-03,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0.452689322,0.660327824,0.663464249,0.269082029,0.453507934,0.472921539,0.261847378,0.258465054,0.343810751,0.505804206,0.438087412,0.393663713,0.438756172,0.216095168,0.369239583,0.461955051,0.318424137,,,,0
2015-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453842603,0.660703119,0.661262048,0.270198117,0.453894238,0.472487429,0.262167193,0.259407507,0.343180492,0.504589255,0.438120919,0.393338376,0.438796303,0.216142022,0.368740469,0.46082361,0.319188006,,,,3.5
2015-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454994542,0.661077398,0.659061607,0.271313405,0.454279901,0.472053261,0.262486741,0.26034918,0.342550895,0.503375035,0.438154745,0.393013053,0.438835954,0.216189095,0.368241789,0.459692965,0.319950742,,,,1
2015-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.456145116,0.661450644,0.656862955,0.272427879,0.454664913,0.471619034,0.262806017,0.26129006,0.34192197,0.502161557,0.438188895,0.392687744,0.438875116,0.216236389,0.367743553,0.458563129,0.320712328,,,,2
2015-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457294305,0.661822842,0.65466612,0.273541528,0.455049265,0.471184748,0.263125016,0.262230135,0.341293727,0.500948833,0.438223374,0.392362449,0.438913782,0.216283909,0.367245766,0.457434116,0.321472745,,,,0
2015-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458442086,0.662193974,0.652471131,0.274654338,0.455432945,0.470750402,0.263443736,0.263169393,0.340666177,0.499736875,0.438258187,0.392037168,0.438951943,0.216331658,0.366748437,0.456305938,0.322231974,,,,1
2015-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459588438,0.662564025,0.650278016,0.275766296,0.455815944,0.470315994,0.26376217,0.26410782,0.340039331,0.498525694,0.438293339,0.391711902,0.438989593,0.216379639,0.366251571,0.455178608,0.322989997,,,,2.5
2015-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46073334,0.662932978,0.648086803,0.276877389,0.456198251,0.469881524,0.264080316,0.265045404,0.339413199,0.497315303,0.438328836,0.39138665,0.439026723,0.216427857,0.365755176,0.454052139,0.323746797,,,,2.5
2015-03-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.461876769,0.663300816,0.645897522,0.277987604,0.456579855,0.46944699,0.264398168,0.265982133,0.338787793,0.496105714,0.438364682,0.391061414,0.439063326,0.216476314,0.365259259,0.452926544,0.324502354,,,,2.5
2015-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463018704,0.663667524,0.643710199,0.279096929,0.456960748,0.469012393,0.264715722,0.266917993,0.338163122,0.494896937,0.438400883,0.390736193,0.439099394,0.216525015,0.364763826,0.451801835,0.325256651,,,,2.5
2015-03-13,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.464159123,0.664033084,0.641524864,0.280205351,0.457340917,0.46857773,0.265032974,0.267852973,0.337539198,0.493688985,0.438437444,0.390410988,0.439134919,0.216573962,0.364268886,0.450678026,0.326009669,,,,2
2015-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465298005,0.664397481,0.639341545,0.281312856,0.457720353,0.468143001,0.26534992,0.268787059,0.336916031,0.492481869,0.43847437,0.390085798,0.439169893,0.216623159,0.363774445,0.449555129,0.32676139,,,,1
2015-03-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.466435327,0.664760698,0.637160271,0.282419431,0.458099046,0.467708206,0.265666555,0.26972024,0.336293631,0.491275602,0.438511665,0.389760624,0.439204309,0.21667261,0.36328051,0.448433157,0.327511796,,,,0
2015-03-16,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.504234693,0.665122718,0.634981069,0.283525065,0.458476985,0.467273342,0.265982875,0.270652502,0.33567201,0.490070195,0.438549337,0.389435466,0.439238158,0.216722319,0.362787087,0.447312123,0.328260868,,,,0
2015-03-17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.483393341,0.665483526,0.632803969,0.284629744,0.45885416,0.466838409,0.266298876,0.271583834,0.335051179,0.48886566,0.438587388,0.389110324,0.439271434,0.216772288,0.362294185,0.480735955,0.329008589,,,,1
2015-03-18,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.477193116,0.665843105,0.630628998,0.285733454,0.45923056,0.466403407,0.266614553,0.272514221,0.334431146,0.487662009,0.438625825,0.388785199,0.439304128,0.216822521,0.36180181,0.458868104,0.329754939,,,,2.5
2015-03-19,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0.470968595,0.666201438,0.628456185,0.286836184,0.459606176,0.465968334,0.266929903,0.273443653,0.333811925,0.486459253,0.438664653,0.388460091,0.439336233,0.216873023,0.361309969,0.450841188,0.330499901,,,,1
2015-03-20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.472097798,0.666558509,0.626285558,0.28793792,0.459980996,0.465533189,0.26724492,0.274372116,0.333193524,0.485257404,0.438703876,0.388135,0.439367741,0.216923795,0.360818669,0.442837624,0.331243457,,,,1.5
2015-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473225312,0.666914302,0.624117147,0.289038649,0.460355011,0.465097972,0.267559601,0.275299597,0.332575955,0.484056474,0.438743501,0.387809926,0.439398643,0.216974843,0.360327918,0.441721472,0.331985588,,,,1
2015-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474351115,0.667268801,0.621950978,0.290138358,0.460728211,0.464662682,0.26787394,0.276226085,0.331959229,0.482856475,0.438783531,0.387484869,0.439428933,0.217026169,0.359837721,0.440606336,0.332726275,,,,0
2015-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475475186,0.667621988,0.619787081,0.291237035,0.461100584,0.464227316,0.268187935,0.277151566,0.331343355,0.481657419,0.438823973,0.387159831,0.439458603,0.217077777,0.359348087,0.439492228,0.333465501,,,,2.5
2015-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476597504,0.667973848,0.617625484,0.292334667,0.461472121,0.463791876,0.26850158,0.278076028,0.330728346,0.480459317,0.438864832,0.38683481,0.439487644,0.21712967,0.358859022,0.43837916,0.334203248,,,,1
2015-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477718045,0.668324364,0.648660416,0.29343124,0.461842811,0.463356359,0.268814871,0.278999458,0.330114211,0.479262181,0.438906111,0.386509807,0.439516049,0.217181852,0.358370533,0.437267146,0.334939496,,,,1
2015-03-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.47883679,0.66867352,0.626543846,0.294526742,0.462212644,0.462920765,0.269127804,0.279921845,0.32950096,0.478066023,0.438947818,0.386184822,0.467926494,0.217234327,0.357882628,0.436156199,0.335674229,,,,2.5
2015-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479953715,0.669021299,0.617750503,0.29562116,0.462581609,0.462485093,0.269440375,0.280843174,0.328888606,0.476870855,0.438989956,0.385859856,0.450924537,0.217287098,0.357395313,0.43504633,0.336407426,,,,2.5
2015-03-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4810688,0.669367685,0.609002664,0.29671448,0.462949697,0.462049342,0.269752579,0.281763434,0.328277158,0.475676689,0.439032531,0.385534909,0.445274444,0.217340168,0.356908595,0.433937554,0.337139071,,,,0
2015-03-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.482182023,0.669712662,0.606852993,0.297806691,0.463316897,0.461613511,0.270064412,0.282682612,0.327666627,0.474483535,0.439075548,0.385209981,0.439623156,0.217393542,0.356422482,0.432829883,0.337869146,,,,1
2015-03-30,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.483293362,0.670056213,0.604705792,0.298897779,0.463683198,0.461177599,0.270375869,0.283600695,0.327057024,0.473291407,0.439119013,0.384885072,0.468036171,0.217447222,0.35593698,0.43172333,0.33859763,,,,1
2015-03-31,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.484402796,0.670398322,0.60256109,0.299987731,0.464048591,0.460741605,0.270686947,0.284517672,0.326448359,0.472100316,0.43916293,0.384560183,0.451028343,0.217501212,0.355452097,0.430617908,0.339324508,,,,2
2015-04-01,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.485510302,0.670738972,0.600418915,0.301076535,0.464413064,0.460305528,0.27099764,0.285433528,0.325840643,0.470910273,0.439207304,0.384235313,0.445374492,0.217555516,0.354967839,0.429513629,0.340049759,,,,1.5
